name_en,name_cn,hall,booth,all_booths
"JIAXING XIUSHUI CHAINGUARD CO., LTD.",嘉兴市秀水链罩股份有限公司,E3,0116,[E3]0116
"TAIZHOU RIXIN BICYCLE INDUSTRY CO., LTD.",台州市日新车业股份有限公司,E3,0121,[E3]0121
"TIANJIN XINLAN WEIYE TECHNOLOGY CO., LTD.",天津鑫岚伟业科技有限公司,E3,0123,[E3]0123
"CIXI HENGFENG VEHICLE CO., LTD.",慈溪市恒丰车业有限公司,E3,0126,[E3]0126
"TIANJIN MOMA TECHNOLOGY CO., LTD.",天津摩犸科技有限公司,E3,0129,[E3]0129
"NINGBO QIYING SPORTS EQUIPMENT CO., LTD.",宁波骑鹰运动器材有限公司（原昊爵）,E3,0132,[E3]0132
"CIXI JIEYA BICYCLE CO., LTD.",慈溪市捷雅（羚翔）车业有限公司,E3,0134,[E3]0134
TRANSART,政伸印刷,E3,0137,[E3]0137
"XINGTAI HEHAO BICYCLE CO., LTD.",邢台赫浩自行车有限公司,E3,0140,[E3]0140
"FOSHAN YOUYING SPORTS TECHNOLOGY CO., LTD.",佛山市佑盈运动科技有限公司,E3,0143,[E3]0143
"DONGGUAN XINKAIMING SPORTS EQUIPMENT CO., LTD.",东莞市鑫凯铭运动器材有限公司,E3,0145,[E3]0145
"NINGBO TUNAISI FREEWHEEL CO., LTD.",宁波图耐斯飞轮有限公司,E3,0201,[E3]0201
"XINGTAI WEEN CHILDREN TOYS CO., LTD.",邢台薇恩儿童玩具有限公司,E3,0240,[E3]0240
XINGTAI YUANXIANG ZIXINGCE YIUXIANGONGS,邢台远翔自行车有限公司,E3,0243,[E3]0243
宁波帕菲特车业股份有限公司,宁波帕菲特车业股份有限公司,E3,0401,[E3]0401
"JINHUA STARS ALLOY RIMS CO., LTD.",金华市双星铝圈有限公司,E3,0405,[E3]0405
"CIXI MIXIER BICYCLE CO., LTD.",慈溪市米歇尔车业有限公司,E3,0412,[E3]0412
"NINGBO NEW XINUO BICYCLE CO., LTD.",宁波市新禧诺车业有限公司,E3,0414,[E3]0414
"KUNSHAN YILUN INTELLIGENT TECHNOLOGY CO., LTD.",昆山亿轮智能科技有限公司,E3,0416,[E3]0416
"NINGBO JINDALAI VEHICLE INDUSTRY CO., LTD.",宁波金达莱车业有限公司,E3,0418,[E3]0418
"SUZHOU YIDUO SPORTS TECHNOLOGY CO., LTD. / KUNSHAN ANPENG VEHICLE MATERIAL CO., LTD.",苏州意多运动科技有限公司/昆山安鹏车料有限公司,E3,0421,[E3]0421
"CIXI CITY FEILAIER VEHICLE INDUSTRY CO., LTD.",慈溪市菲莱尔车业有限公司,E3,0423,[E3]0423
"NINGBO SIMAERS SPORTS EQUIPMENT CO., LTD.",宁波星曼运动器材有限公司,E3,0426,[E3]0426
"CIXI MENKIN BICYCLE CO., LTD.",慈溪市猛进车业有限公司,E3,0432,[E3]0432
"CANGZHOU TIANDE HAREDWARE MANUFACTURING CO., LTD.",沧州天德五金制造有限公司,E3,0434,[E3]0434
"TAIZHOU SHUANGJING BICYCLE CO., LTD.",泰州双井车业有限公司,E3,0437,[E3]0437
"XINGTAI YIJIE BICYCLE ACCESSORIES CO., LTD.",邢台益捷自行车配件有限公司,E3,0440,[E3]0440
"TIANJIN NICEYIDA SPORT TECH CO., LTD. / TIANJIN HAIZHICHUAN INTERNATIONAL TRADE CO., LTD.",天津美益达运动科技有限公司/天津市海之川国际贸易有限公司,E3,0443,[E3]0443
"DONGGUAN MEROCA SPORTS PRODUCTS CO., LTD.",东莞市麦瑞卡运动用品有限公司,E3,0445,[E3]0445
"CIXI XINDU VEHICLE INDUSTRY CO., LTD.",慈溪市鑫都车业有限公司,E3,0523,[E3]0523
"NINGBO DONGFANG GOLD CHAIN INDUSTRY &amp; TRADE CO., LTD.",宁波市东方金链工贸有限公司,E3,0601,[E3]0601
"NINGBO PENK INTELLIGENT TECHNOLOGY CO., LTD.",宁波匹克智能科技有限公司,E3,0705,[E3]0705
"JIANGMENSHI WEIYI ALUMINUM CO., LTD.",江门市维艺铝业科技有限公司,E3,0712,[E3]0712
"NINGBO YOUSHENG BICYCLE CO., LTD.",宁波优升车业有限公司,E3,0716,[E3]0716
"DONGTAI YUEXING TECHNOLOGY CO., LTD.",东台悦行科技有限公司,E3,0721,[E3]0721
CIXI KANGYUE BICYCLE,慈溪市康跃车业有限公司,E3,0723,[E3]0723
"ZHEJIANG LANXI LANHANG CHAIN DRIVE ACCESSORY CO., LTD.",浙江兰溪兰航链传动配件有限公司,E3,0726,[E3]0726
"CIXI KANGDI BICYCLE CO., LTD.",慈溪康迪车业有限公司,E3,0732,[E3]0732
"HEBEI YIHUA BICYCLE CO., LTD.",河北亿华自行车有限公司,E3,0734,[E3]0734
"SHENZHEN HANHONGXIN PRECISION TECHNOLOGY CO., LTD.",深圳市汉鸿欣精密科技有限公司,E3,0737,[E3]0737
"KUNSHAN WANDA METAL PRODUCTS CO., LTD.",昆山市万达金属制品有限公司,E3,0740,[E3]0740
"XINGTAI CHENXING AUTOMOBILE CO., LTD.",邢台晨星车业有限责任公司,E3,0743,[E3]0743
"HEBEI HONGLI BICYCLE TECHNOLOGY CO., LTD.",河北鸿利自行车科技有限公司,E3,0745,[E3]0745
"HAOJIE (HK) CO., LTD.",香港豪杰有限公司,E3,0812,[E3]0812
"HANGZHOU BAIKESI BICYCLE CO., LTD.",杭州佰客思自行车有限公司,E3,0813,[E3]0813
"SANHEWLETT METAL PRODUCTS (TAISHAN) CO., LTD.",三合利金属制品（台山）有限公司,E3,0821,[E3]0821
"TIANJIN ANSHIDA BICYCLE CO., LTD.",天津市凯瑞进出口有限公司（天津格斯克运动器材有限公司）,E3,0901,[E3]0901
"LANXI WHEELTOP CYCLE INDUSTRIES CO., LTD.",兰溪轮峰车料有限公司,E3,0905,"[E3]0905,1205"
"NINGBO S.SHINE BICYCLE INDUSTRY CO., LTD.",宁波桑夏车业有限公司,E3,0912,[E3]0912
"TAICANG&nbsp;AYA METALWARE CO., LTD.",太仓亿海金属制品有限公司,E3,0916,[E3]0916
EVERESTT INTERNATIONAL INDUSTRIES LTD.,南京金宏一工贸有限公司,E3,0918,[E3]0918
"NINGBO JOYSUN BICYCLE CO., LTD.",宁波久和车业有限公司,E3,0921,[E3]0921
"NINGBO HAISHU MAGNESIUM HAO CAR INDUSTRY CO., LTD.",宁波市海曙镁豪车业有限公司,E3,0926,[E3]0926
"HUIZHOU KANGSHENG COMPOSITES TECHNOLOGY CO., LTD.",惠州康晟复合材料科技有限公司,E3,0929,[E3]0929
"FOSHAN AIFEIT BICYCLE ACCESSORY CO., LTD.",佛山市艾菲特自行车配件有限公司,E3,0932,[E3]0932
"LANXISHI TONGLI ALUMINUM CO., LTD.",兰溪市同力铝业股份有限公司,E3,0937,[E3]0937
平乡县超力车业有限公司,平乡县超力车业有限公司,E3,0940,"[E3]0940,1817"
广宗县凯宇车业有限公司,广宗县凯宇车业有限公司,E3,0943,[E3]0943
"TIANJIN CHUANGMENG BICYCLE PARTS CO., LTD.",扬州创盟自行车配件有限公司,E3,1208,[E3]1208
"SHENZHEN CHENGDA BOND TECHNOLOGY CO., LTD.",深圳市诚达邦德科技有限公司,E3,1212,[E3]1212
"HEBEI XINDA BICYCLE CO., LTD.",河北信达车业有限公司,E3,1214,[E3]1214
"NINGBO JULONG ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",宁波聚龙环保科技有限公司,E3,1216,[E3]1216
"TIANJIN RABER &amp; PS CO., LTD.",天津市诚煌科技有限公司,E3,1218,[E3]1218
"KUNSHAN SUNTORI VEHICLE METAL CO., LTD.",昆山顺得利金属有限公司,E3,1221,[E3]1221
CYCLONE PRECISION (TAIZHOU) INC.,泰州凯特机械有限公司,E3,1223,[E3]1223
"TIANJIN WANHUA VEHICLE COMPONENTS CO., LTD. / WANHUA BICYCLE PAATS CO., LTD.",天津市万华车料有限公司,E3,1226,[E3]1226
"TIANJIN SHENG FANGTAI TECHNOLOGY CO., LTD.",天津盛方泰科技有限公司/天津市连合工贸有限公司,E3,1229,[E3]1229
HAISHU YINJIANG BAOLIFENG BICYCLE FITTING FACTORY,宁波市海曙鄞江宝丽丰车辆配件厂,E3,1232,[E3]1232
"XINGTAI CITY JIANGHAO BICYCLE PARTS CO., LTD.",邢台市江浩自行车配件有限公司,E3,1234,[E3]1234
"XINGTAI HUABEI BICYCLE PARTS CO., LTD.",邢台市华北自行车零件有限公司,E3,1237,[E3]1237
"GUANGZONG COUNTY KAIJIN BICYCLE CO., LTD.",广宗县凯进自行车有限公司,E3,1240,[E3]1240
平乡县沐泽车业有限公司,平乡县沐泽车业有限公司,E3,1243,[E3]1243
"NINGBO YONGXIN BICYCLE CO., LTD.",宁波市勇欣车业有限公司,E3,1245,[E3]1245
"TIANJIN VEALEN TECHNOLOGY CO., LTD.",炜仑（天津）科技有限公司,E3,1246,[E3]1246
"NINGBO HENLON BICYCLE CO., LTD.",宁波恒隆车业有限公司,E3,1301,[E3]1301
"SHENZHEN LANGTE TECHNOLOGY CO., LTD.",深圳市浪特科技有限公司,E3,1312,[E3]1312
"TIANJIN BINFEI CHAIN TANGSHAN CO., LTD.",唐山滨飞链条厂,E3,1343,[E3]1343
"NINGBO CHENKUN BICYCLE INDUSTRY CO., LTD.",宁波辰坤车业有限公司,E3,1345,[E3]1345
TAIZHOU JIAOJIANG JIANGLING PLASTIC MACHINE FACTORY,台州市椒江江凌塑料机械厂,E3,1505,[E3]1505
"GAOPIN WHEEL RIM CO., LTD.",唐山市高品轮辋有限公司,E3,1508,[E3]1508
"CHUAN WEI INDUSTRIAL CO., LTD.",全维金属制品（昆山）有限公司,E3,1512,[E3]1512
"WENLING DOFOHO BICYCLE PARTS CO., LTD.",温岭东方红车料有限公司,E3,1516,[E3]1516
"NINGBO QILONG BICYCLE INDUSTRY CO., LTD.",宁波奇龙车业有限公司,E3,1518,[E3]1518
"GUANGZONG FEIXIANG BICYCLE CO., LTD.",河北臻华自行车有限公司,E3,1521,[E3]1521
"DDK CYCLE (NANTONG) CO., LTD.",永丰铭车料（南通）有限公司,E3,1526,[E3]1526
SHANGHAI HAIWEY INTERNATIONAL CORP.,上海重阳国际贸易有限公司,E3,1529,[E3]1529
"SHANGHAI FLEXTECH TRANSMISSION TECHNOLOGY CO., LTD.",上海寰钧传动技术有限公司,E3,1532,[E3]1532
"XINGTAI YADA VEHICLE INDUSTRY CO., LTD.",邢台亚达车业有限公司,E3,1534,[E3]1534
"CHANGZHOU EASYLIFE PRODUCTS CO., LTD.",常州亿来金属制品有限公司,E3,1537,[E3]1537
"XIAMEN GAOLAN NEW MATERIALS CO., LTD.",厦门高澜新材料有限公司,E3,1540,[E3]1540
"NINGBO LUYICHI SPORTS CO., LTD.",宁波市路易驰体育用品有限公司,E3,1543,[E3]1543
YISAI-XINGTAI,邢台市亿赛自行车制造有限公司,E3,1545,[E3]1545
"GUANGZONG COUNTY FEIMA BICYCLE CO., LTD.",广宗县飞马车业有限公司,E3,1546,[E3]1546
"CIXI ZHONGYA BICYCLE CO., LTD.",慈溪市中亚车业有限公司,E3,1605,[E3]1605
"CHANGZHOU CHUNDA BICYCLE INDUSTRY CO., LTD.",常州春达车业有限公司,E3,1637,[E3]1637
"TIANJIN HUANMIN METAL PRODUCTS CO., LTD.",天津市华民金属制品有限公司,E3,1701,[E3]1701
"KUNSHAN FANGGE PRECISION FORGING CO., LTD.",昆山方歌精密锻造有限公司,E3,1705,[E3]1705
SHUNTUO,慈溪市丰太车业有限公司,E3,1709,[E3]1709
浙江长盛塑料轴承技术有限公司,浙江长盛塑料轴承技术有限公司,E3,1711,[E3]1711
"HEBEI XIANGLAI TRADING CO., LTD.",河北翔来贸易有限公司,E3,1712,[E3]1712
XINGTAIJINTE,邢台金特电动自行车有限公司,E3,1715,[E3]1715
"XINGTAI SHANGJIE BICYCLE PARTS CO., LTD.",邢台尚捷自行车配件有限公司,E3,1717,"[E3]1717,0019"
"HSIN-TECH (SHENZHEN) CO., LTD.",深圳信碟科技有限公司,E3,1720,[E3]1720
"TIANJIN XINANYUAN IMPORT &amp; EXPORT TRADING CO., LTD.",天津欣安元进出口有限公司,E3,1723,[E3]1723
"DEVELOPED PLASTIC PRODUCTS FACTORY IN WEN'AN COUNTY, HEBEI PROVINCE",河北省文安县发达塑胶制品厂,E3,1725,[E3]1725
"YUNCHI EQUIPMENT TECHNOLOGY (KUNSHAN) CO., LTD.",云驰设备科技（昆山）有限公司,E3,1727,[E3]1727
"SHENZHEN CATO OUTDOOR PRODUCTS CO., LTD.",深圳市凯之拓户外用品有限公司,E3,1728,[E3]1728
TIANJIN HOT WHEEL TECHNOLOGY,天津羽轮科技有限公司,E3,1729,[E3]1729
"SHAOXING SHANGYU CHUANGXIN VECHICLE INDUSTRY CO., LTD.",绍兴上虞创新车业有限公司,E3,1730,[E3]1730
"ZHONGSHAN HENGYI SPORTS EQUIPMENT CO., LTD.",中山恒奕体育器材有限公司,E3,1731,[E3]1731
"CIXI ZHONGKEN BICYCLE INDUSTRY CO., LTD.",慈溪市中肯车业有限公司,E3,1801,[E3]1801
TIANJIN XINGQI BICYCLE PARTS FACTORY,天津兴起自行车零件有限公司,E3,1803,[E3]1803
"SHANGHAI KUILAI ENTERPRISE DEVELOPMENT CO., LTD.",上海葵莱企业发展有限公司,E3,1804,[E3]1804
GONGZONGXIAN XINWEI ZIXINGCHE PEIJIANCHANG,广宗县鑫伟自行车配件厂,E3,1805,[E3]1805
天津冠麒塑胶有限公司,天津冠麒塑胶有限公司,E3,1807,[E3]1807
"NINGBO HUAQING BRAKE CO., LTD.",宁波华轻车闸有限公司,E3,1811,[E3]1811
"XINPUWANGJIONG VEHICLE PARTS FACTORY, CIXI CITY",慈溪市新浦旺炯车辆配件厂,E3,1813,[E3]1813
"NINGBO SHENGZHOU PLASTIC CO., LTD.",宁波晟洲塑胶有限公司,E3,1815,[E3]1815
"JINHUA POWER RIM CO., LTD.",金华市帕威尔车圈有限公司,E4,0001,"[E4]0001,[E7]1717"
"JINHUA POWER RIM CO., LTD.",金华市帕威尔车圈有限公司,E7,1717,"[E4]0001,[E7]1717"
"HEBEI XIEMEI RUBBER PRODUCTS CO., LTD.",河北协美橡胶制品有限公司,E4,0003,[E4]0003
"TIANJIN BOHAI CHENGCHENG CO., LTD.",天津博海诚成科技有限公司,E4,0005,[E4]0005
"LIANYUNGANG JIDELONG TRADING CO., LTD.",连云港吉得龙贸易有限公司,E4,0007,[E4]0007
CHANGZHOU JIANGNAN SPOKE LTD.,常州市江南辐条有限公司,E4,0009,[E4]0009
"TIANJIN CHANGYU RUBBER PRODUCTS CO., LTD.",天津昌宇橡胶制品有限公司,E4,0011,[E4]0011
"XINGTAI SHUNKE TRADE CO., LTD.",邢台顺科商贸有限公司,E4,0013,[E4]0013
"NANTONG XIANGRUI RUBBER PRODUCTS CO., LTD.",南通祥瑞橡塑制品有限公司,E4,0015,[E4]0015
"GUANGZONG COUNTY LIQIANG BICYCLE PARTS CO., LTD.",广宗县力强自行车零件有限公司,E4,0017,[E4]0017
PINGXIANGXIAN KEMA ZIXINGCHECHANG,邢台欧信自行车有限公司,E4,0019,[E4]0019
"GUANGZONG COUNTY QISHENG BICYCLE SADDLE CLAY PLATE CO., LTD.",广宗县旗盛自行车有限公司,E4,0020,[E4]0020
"JIANGSU DEMEIQI TYRE CO., LTD.",江苏德美祺轮胎有限公司,E4,0021,[E4]0021
"XIAMEN MOSTSPORT COMPOSITE TECHNOLOGY CO., LTD.",厦门麦胜复材科技有限公司,E4,0022,[E4]0022
"NANTONG FINECARE HEALTH PRODUCTS CO., LTD.",南通辉宏康复器材有限公司,E4,0025,[E4]0025
"SHENZHEN FORTY TECHNOLOGY CO., LTD.",深圳市肆零科技有限公司,E4,0026,[E4]0026
DSI TYRES - SAMSON RUBBER INDUSTRIES (PVT) LTD.,DSI TYRES - SAMSON RUBBER INDUSTRIES (PVT) LTD,E4,0027,[E4]0027
"FUJIAN XINJU LIGHTWEIGHT COMPOSITE MATERIALS CO., LTD.",福建鑫聚轻质复合材料有限公司,E4,0029,[E4]0029
QIUXIANJIAMEI,嘉美自行车闸把有限公司,E4,0030,[E4]0030
"TIANJIN JINJIAN TRADING CO., LTD.",天津市金健昌盛伟业贸易有限公司,E4,0031,[E4]0031
"HEBEI ZHENGTONG TIRE MANUFACTURING CO., LTD.",河北正通轮胎制造有限公司,E4,0105,[E4]0105
"AOXIN RUBBER (CHANGZHOU) CO., LTD.",奥新橡胶（常州）有限公司,E4,0108,[E4]0108
"KUNSHAN TOOPRE OUTDOOR SUPPLIES CO., LTD.",昆山拓派户外用品有限公司/瓦特,E4,0111,[E4]0111
"SUNSHUAI BICYCLE HEBEI INDUSTRY CO., LTD.",森帅自行车河北有限公司,E4,0116,[E4]0116
"NANTONG IFENG RUBBER PRODUCT CO., LTD.",南通凤凰橡胶制品有限公司,E4,0121,[E4]0121
"SHINEMORE SPORTS EQUIPMENT (KUNSHAN) CO., LTD.",昆山亚鑫茂运动器材有限公司,E4,0123,[E4]0123
"EVER GLORY MACHINERY (KUNSHAN) CO., LTD.",英隆机械（昆山）有限公司,E4,0126,[E4]0126
CRW,漳州市铠富特复材科技有限公司,E4,0129,[E4]0129
诺言自行车配件厂,诺言自行车配件厂,E4,0132,[E4]0132
"HANGZHOU XINXING BICYCLE PARTS CO., LTD.",杭州新兴车料有限公司,E4,0134,[E4]0134
"SHANGDI (JIAXING) TECHNOLOGY CO., LTD.",尚滴（嘉兴）科技有限公司,E4,0136,[E4]0136
"XINGTAI CHAOZHENG TIRE CO., LTD.",邢台超正轮胎有限公司,E4,0139,[E4]0139
"SHENZHEN DIFEN SPORTING EQUIPMENT BIKE CO., LTD.",深圳市鼎丰体育用品有限公司,E4,0142,[E4]0142
"HANDAN TIENIU BICYCLE ACCESSORIES CO., LTD.",邯郸市铁牛自行车配件有限公司,E4,0144,[E4]0144
"INNOVA RUBBER (PINGHU) CO., LTD.",蚌埠伊诺华轮胎有限公司,E4,0201,[E4]0201
"HUIZHOU XINGYOU SPORTS EQUIPMENT CO., LTD.",惠州市兴友运动器材有限公司,E4,0239,[E4]0239
SHANTOU YEDA PLASTIC PRODUCTS PLANT,汕头烨达塑料制品厂,E4,0242,[E4]0242
CIXI JINGSHENG PLASTIC COMPANY LTD.,慈溪市精晟塑料制品有限公司,E4,0243,[E4]0243
"NANTONG HAICHENG SPOKE CO., LTD.",南通海诚辐条有限公司,E4,0411,[E4]0411
"TANNUS CO., LTD.","TANNUS CO.,LTD",E4,0413,[E4]0413
"JINDE RUBBER (FUJIAN) CO., LTD.",金德橡胶（福建）有限公司,E4,0416,[E4]0416
"RUGAO HUATAI RUBBER PRODUCTS CO., LTD.",如皋市华泰轮胎有限公司,E4,0418,[E4]0418
"HEBEI HONG YANG TIRE CO., LTD.",河北虹阳轮胎有限公司,E4,0421,[E4]0421
"SHENZHEN HENGLITONG METAL PRODUCTS CO., LTD.",深圳市恒力通金属制品有限公司,E4,0426,[E4]0426
"LIGHT BICYCLE (XIAMEN) TECHNOLOGY CO., LTD.",厦门乐摆定制科技有限公司,E4,0429,[E4]0429
厦门凯世迈复材科技有限公司,厦门凯世迈复材科技有限公司,E4,0432,[E4]0432
"NINGBO CHISMAN BICYCLE CO., LTD.",宁波驰鸣车业有限公司,E4,0434,[E4]0434
"KUNSHAN YUNCAN ELECTRONIC TECHNOLOGY CO., LTD.",昆山昀灿电子科技有限公司,E4,0436,[E4]0436
PINGXIANG COUNTY XULIN PARTS FACTORY,平乡县栩霖配件厂,E4,0439,[E4]0439
"FOSHAN OWENLAN PRECISION TECHNOLOGY CO., LTD.",佛山市中鑫奥联精密科技有限公司,E4,0442,[E4]0442
"JIANGSU RISINGSUN TECHNOLOGY CO., LTD.",江苏江昕科技股份有限公司,E4,0501,[E4]0501
"ZHONGCE RUBBER GROUP CO., LTD.",中策橡胶集团股份有限公司,E4,0505,"[E4]0505,[W1]0518"
"ZHONGCE RUBBER GROUP CO., LTD.",中策橡胶集团股份有限公司,W1,0518,"[E4]0505,[W1]0518"
"XIAMEN H-WORKS TECHNOLOGY CO., LTD.",厦门毂声科技有限公司,E4,0532,[E4]0532
NO6 WORKS PTE LTD.,No6 Works Pte Ltd,E4,0534,[E4]0534
"CHANGZHOU HANNUO BICYCLE RIMS CO., LTD.",常州汉诺车圈有限公司,E4,0539,[E4]0539
"NINGBO HUACHI CYCLE CO., LTD.",宁波华驰车业有限公司,E4,0542,[E4]0542
KAIYU,凯宇自行车配件,E4,0544,[E4]0544
"HANGZHOU YICHANG TECHNOLOGY CO., LTD.",杭州钰蝉科技有限公司,E4,0545,[E4]0545
河南启升精锻科技有限公司（天津市卜升金属）,河南启升精锻科技有限公司（天津市卜升金属）,E4,0711,[E4]0711
"GUANGZHOU FEIXUAN RUBBER CO., LTD.",广州飞旋橡胶有限公司,E4,0716,[E4]0716
"HEBEI LUYING RUBBER MANUFACTORY CO., LTD.",河北路盈橡胶制品有限公司,E4,0718,[E4]0718
"SHANDONG JILUER TYRE CO., LTD.",山东吉路尔轮胎有限公司,E4,0721,[E4]0721
"XINGTAI JIANLI AUTOMOBILE INDUSTRY CO., LTD.",邢台市健力车业有限公司,E4,0726,[E4]0726
"XINGTAI GANGJIE BICYCLE CO., LTD.",邢台港捷自行车有限公司,E4,0732,[E4]0732
"JIAXING TIGGO CAR SEATS CO., LTD.",嘉兴途观汽车安全座椅有限公司,E4,0734,[E4]0734
"JOVIAL BIKE COMPONENTS (CHANGSHU) CO., LTD.",巨驰自行车配件（常熟）有限公司,E4,0736,[E4]0736
"ZHELIANG DIMA RUBBER CO., LTD.",浙江迪马橡胶有限公司,E4,0739,[E4]0739
"TIANJIN FUCHUANFENGCHENG INTERNATIONAL TRADING CO., LTD.",天津福川丰程国际贸易有限公司,E4,0742,[E4]0742
昆山宏博交通器材有限公司,昆山宏博交通器材有限公司,E4,0744,[E4]0744
"RICHER (TIANJIN) SPORTS EQUIPMENT CO., LTD.",睿驰（天津）运动器材有限公司,E4,0842,[E4]0842
"HUNAN SUAO TECHNOLOGY CO., LTD.",湖南速奥科技有限公司,E4,0844,[E4]0844
"JIANGSU YISHENG SPORTS EQUIPMENT CO., LTD.",江苏益晟运动器材有限公司,E4,0901,[E4]0901
"TIANJIN WANDA TYRE GROUP CO., LTD.",天津市万达轮胎集团有限公司,E4,0905,[E4]0905
"SIBOGE BICYCLE COMPONENT (TAICANG) CO., LTD.",斯柏格车料（太仓）有限公司,E4,0911,[E4]0911
"HANGZHOU SINUOMAN RIMS CO., LTD.",杭州斯诺曼车圈有限公司,E4,0913,[E4]0913
"WUXI THINKRIDER TECHNOLOGY CO., LTD.",无锡芯科来德科技有限公司,E4,0916,[E4]0916
"HEBEI YONGNAI VEHICLE CO., LTD.",河北永耐车业有限公司,E4,0918,[E4]0918
NANTONG SUN CHASE RUBBER PRODUCTS,南通顺驰橡胶制品有限公司,E4,0921,[E4]0921
"TAICANG XIANGYUE SPORTS EQUIPMENT CO., LTD.",太仓市祥跃运动器材有限公司,E4,0926,[E4]0926
UP-VINE,杭州静藤自行车有限公司,E4,0932,[E4]0932
SHANGHAI INOAC CORPORATION,上海井上贸易有限公司,E4,0934,[E4]0934
"HEBEI KAILAI VEHICLE INDUSTRY CO., LTD.",河北凯莱车业有限公司,E4,0936,[E4]0936
"DONGGUAN FEIHONG INSTRUMENT AND EQUIPMENT CO., LTD.",东莞飞弘仪器设备有限公司,E4,0939,[E4]0939
"XIAMEN TIMETEC IMPORT AND EXPORT CO., LTD.",厦门帝睦克进出口有限公司,E4,0942,[E4]0942
杭州猎速运动科技有限公司,杭州猎速运动科技有限公司,E4,0944,[E4]0944
"WUXI XITANG RIMS CO., LTD.",无锡西塘车圈有限公司,E4,0945,[E4]0945
"XINGTAI YANGZHOU BICYCLE PARTS CO., LTD.",邢台市洋洲自行车零件有限公司,E4,1036,[E4]1036
"XIAMEN TANDELL COMPOSITES TECHNOLOGY CO., LTD.",厦门腾达尔复材科技有限公司,E4,1042,[E4]1042
"NINGBO HENGSHANG ELECTRIC TECHNOLOGY CO., LTD.",宁波恒尚电子科技有限公司,E4,1044,[E4]1044
"XIAMEN LFT COMPOSITE PLASTIC CO., LTD.",长纤（厦门）新材料科技有限公司,E4,1045,[E4]1045
"KENDA RUBBER (CHINA) CO., LTD.",建大橡胶（中国）有限公司,E4,1201,[E4]1201
"TIANJIN SHIDA INTERNATIONAL TRADE CO., LTD.",山西中天麒麟科技有限公司,E4,1221,[E4]1221
"HEBEI IKIA INDUSTRY &amp; TRADE CO., LTD. / HEBEI TANDA CYCLES CO., LTD. / SHENZHEN HONGYUN TECH CO., LTD.",河北艺佳工贸有限公司/河北坦达车业有限公司/深圳鸿筠科技有限公司,E4,1226,[E4]1226
"SHENZHEN BEST BICYCLE CO., LTD.",深圳市百思特车业有限公司,E4,1229,[E4]1229
"KUNSHAN KAIFU INTELLIGENT TECHINOLOGY CO., LTD.",昆山开富智能科技有限公司,E4,1232,[E4]1232
"GUANGZHOU NEDONG INFORMATION TECHNOLOGY CO., LTD.",广州市耐动信息科技有限公司,E4,1234,[E4]1234
"HEBEI YIYANG BICYCLE CO., LTD.",河北怡洋自行车有限公司,E4,1236,[E4]1236
"DONGGUAN HAOPAI INTELLIGENT TECHNOLOGY CO., LTD.",东莞市豪派智能科技有限公司,E4,1239,[E4]1239
KANGDE,广宗县康德车业有限公司,E4,1242,[E4]1242
"GANZHOU BOTTLE CAGE BICYCLE CO., LTD.",赣州水壶架自行车有限公司,E4,1244,[E4]1244
"EIE (XIAMEN) BICYCLE CO., LTD.",翼而毅（厦门）自行车有限公司,E4,1245,[E4]1245
"HEBEI HONGSIDA BICYCLE INDUSTRY CO., LTD.",河北红思达车业有限公司,E4,1311,[E4]1311
"HANGZHOU MUTUAL IMPORT &amp; EXPORT CO., LTD.",浙江西陵汽车零部件制造有限公司（杭州明特进出口有限公司）,E4,1313,[E4]1313
"TRUEEAST ENTERPRISE CO., LTD.",泉州依贝克包袋有限公司,E4,1316,[E4]1316
"KUNSHAN BRISKY TRADING CO., LTD.",昆山贝思奇商贸有限公司,E4,1318,[E4]1318
"DUKEDI TIRE (TIANJIN) CO., LTD.",杜可迪轮胎（天津）有限公司,E4,1336,[E4]1336
"CARBON (XIAMEN) NEW MATERIALS CO., LTD.",碳元素（厦门）新材料有限公司,E4,1338,[E4]1338
"HEBEI AOXIN BICYCLE MANUFACTURING CO., LTD.",河北奥鑫自行车制造有限公司,E4,1339,[E4]1339
"ZHONGSHAN MICHEL CHEMICAL CO., LTD.",中山市迈克化工有限公司,E4,1342,[E4]1342
"TAI'AN ZHONGHE STEEL BALL CO., LTD.",泰安中核钢球有限公司,E4,1344,[E4]1344
"YUNCLEVER NETWORK TECHNOLOGY CO., LTD.",厦门云聪网络科技有限公司,E4,1345,[E4]1345
"DUKADI TIRE (HEBEI) CO., LTD.",杜卡迪轮胎（河北）有限公司,E4,1505,[E4]1505
"FOSHAN MAGOOD BICYCLE PARTS CO., LTD.",佛山镁利好自行车配件有限公司,E4,1511,[E4]1511
"TIANJIN FASTRON TECHNOLOGY CO., LTD.",天津市富士成科技有限公司,E4,1516,[E4]1516
"TIANJIN DATONG WEIYE SCIENCE AND TECHNOLOGY DEVELOPMENT CO., LTD.",天津大通伟业科技发展有限公司,E4,1518,[E4]1518
"XINGTAI GUAN LING BICYCLE CO., LTD.",冠羚车业有限公司,E4,1521,[E4]1521
"AK TECH CO., LTD. (UNO CHINA)",金皇铝科技（惠州）有限公司,E4,1526,[E4]1526
河北环森车业有限公司,河北环森车业有限公司,E4,1532,[E4]1532
